age,id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo,,,
66,1.25E+18,https://twitter.com/PeterDFleetwood/status/1253451930963185666,PeterDFleetwood,DominicFarrell,"Some time after the release of the ilm 'Full Metal Jacket' revelations about a US politician who, it seems, was a draft-dodger - because of privilege - inspired some wag to re-invent the film title as 'Full Dinner Jacket'. Who was that politician? I can’t remember!",2020-04-23 22:33:23+00:00,0,1,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/PeterDFleetwood/status/1253448917905219589,PeterDFleetwood,kevinohigginssj,It’s funny seeing people getting nervous when invited to enter into dialogue with a text (and/or its author) rather than insist it has a meaning that is fixed forever - particularly when it is one of the foundational texts of a religion. Is the need for certainty a pathology?,2020-04-23 22:21:24+00:00,0,0,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/PeterDFleetwood/status/1253403100918013954,PeterDFleetwood,CitizensFedUp,The Lyin’ King stars in this very funny song! @Storystudiouk @frankcottrell_b @maxaprice @bro_james @alfiejoey @Scousergerry @GedMurphy14 @BITLorgje @andrew_headon @bayned @ChristianRuch @Fingersf1,2020-04-23 19:19:21+00:00,9,13,#NAME?,,1.25E+18,,,
66,1.25E+18,https://twitter.com/PeterDFleetwood/status/1253338756364382209,PeterDFleetwood,Dunibear,Isn’t it amazing how many would-be cameramen are popping up in response to this?,2020-04-23 15:03:40+00:00,0,2,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/PeterDFleetwood/status/1253337376375533571,PeterDFleetwood,ArchbishopMark,I’ll have to leave something like a miniature Easter egg for Pterry (the Pterodactyl)!!!,2020-04-23 14:58:11+00:00,0,1,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/PeterDFleetwood/status/1253216367639236609,PeterDFleetwood,Dunibear,I want a photograph… of your first glass of wine ,2020-04-23 06:57:20+00:00,0,2,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/PeterDFleetwood/status/1253056770110562304,PeterDFleetwood,craig_earley,That's quite a list,2020-04-22 20:23:09+00:00,0,0,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/PeterDFleetwood/status/1252934589112356864,PeterDFleetwood,Dunibear,"Just lovely. Same now, IMHO.",2020-04-22 12:17:39+00:00,0,1,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/PeterDFleetwood/status/1252638863891353601,PeterDFleetwood,PeterDFleetwood,My 6 people: @frankcottrell_b @Storystudiouk @bro_james @craig_earley @johnqbarber @DominicFarrell,2020-04-21 16:42:32+00:00,0,1,#NAME?,,1.25E+18,,,
66,1.25E+18,https://twitter.com/PeterDFleetwood/status/1252635738404986882,PeterDFleetwood,bro_james,My 6 books: Le Petit Prince by Antoine de Saint-Exupéry Le Grand Meaulnes by Alain-Fournier Enduring Love by Ian McEwan Il Nome della Rosa by Umberto Eco Utopia by Thomas More Miss Smilla’s Feeling for Snow by Peter Høeg,2020-04-21 16:30:07+00:00,0,3,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/EyeOfJackieChan/status/1247811721915318274,EyeOfJackieChan,,"I’d like to say a big heartfelt Thank You to all my friends and fans for the birthday wishes. I think my birthday wish is similar to your wish. I hope for an effective medication & vaccine to be developed soon, and I also hope for world peace & harmony. Stay safe and healthy ",2020-04-08 09:01:12+00:00,996,8939,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/EyeOfJackieChan/status/1246073909436243968,EyeOfJackieChan,,Stay Safe! Stay Strong! ,2020-04-03 13:55:45+00:00,4016,16760,,,1.25E+18,,,
66,1.24E+18,https://twitter.com/EyeOfJackieChan/status/1243027554149138432,EyeOfJackieChan,,"During this difficult time that is affecting everyone around the world, please stay safe...",2020-03-26 04:10:37+00:00,439,2845,,,1.24E+18,,,
66,1.12E+18,https://twitter.com/EyeOfJackieChan/status/1115571526202482699,EyeOfJackieChan,,Please note this official statement from my office.... (http://www.jackiechan.com/scrapbook/),2019-04-09 11:05:52+00:00,242,2029,,,1.12E+18,,,
66,1.11E+18,https://twitter.com/EyeOfJackieChan/status/1114812249368084481,EyeOfJackieChan,,"Work as usual on an ordinary day. There are two dates in every year that I'm most ""afraid"" of. One of those dates is New Year, the other is my birthday. I'd like to say a special heartfelt ""thank you"" to all my friends and fans for your birthday well... https://bit.ly/2I4cEN6",2019-04-07 08:48:47+00:00,585,4482,,,1.11E+18,,,
66,1.10E+18,https://twitter.com/EyeOfJackieChan/status/1098589937761480704,EyeOfJackieChan,,Check out the unofficial announcement on my website. :) (http://www.jackiechan.com/scrapbook/unofficial-announcement/),2019-02-21 14:27:06+00:00,155,1323,,,1.10E+18,,,
66,1.09E+18,https://twitter.com/EyeOfJackieChan/status/1090072233211396096,EyeOfJackieChan,,"To me, protecting the environment is equally important as making films. Last year in May, my “Jackie Chan Environmental Protection, Art Exhibition and Museum” opened at the Ancient Residence Garden in Bangbu, Anhui. Now,...",2019-01-29 02:20:47+00:00,249,1743,,,1.09E+18,,,
66,1.09E+18,https://twitter.com/EyeOfJackieChan/status/1088693475233521664,EyeOfJackieChan,,"Bringing the ""Green Heroes"" concept of environmental protection, recycling, re-using, and re-designing to Salt Lake City, Utah! I hope we all can all help with cleaning & protecting our environment.",2019-01-25 07:02:06+00:00,207,1488,,,1.09E+18,,,
66,1.09E+18,https://twitter.com/EyeOfJackieChan/status/1088448118977265672,EyeOfJackieChan,,"Would like to say a big ""THANK YOU"" to all my fans who travelled from all over the country to see me in New York. (https://bit.ly/2Dvfmr8) Have you read my book yet?",2019-01-24 14:47:08+00:00,122,1417,,,1.09E+18,,,
66,1.09E+18,https://twitter.com/EyeOfJackieChan/status/1087848512048517125,EyeOfJackieChan,,"My LiveSigning with Premiere Collectibles is finally happening tonight!! If you haven't already, there's still time to get your signed copy and ask me a question at http://PremiereCollectibles.com/jackiechan",2019-01-22 23:04:31+00:00,132,1078,,,1.09E+18,,,
66,1.25E+18,https://twitter.com/HulkHogan/status/1252303501750927361,HulkHogan,,Last day don't miss out on a chance to win Giveaway 5 signed T-shirts!5 winners! •Click “like”. •Tag 3 friends. •Comment (Done) Ends (04/20/20) @hogansbeachshop,2020-04-20 18:29:56+00:00,112,926,#NAME?,,1.25E+18,,,
66,1.25E+18,https://twitter.com/HulkHogan/status/1251632912442810370,HulkHogan,cjfighter1980,Yo Chris thank you my brother and I’m trying really hard to live each day to the fullest love u HH,2020-04-18 22:05:15+00:00,1,9,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/HulkHogan/status/1251632464465932289,HulkHogan,Hulkamania4ever,Yo George miss you and love you my brother HH,2020-04-18 22:03:28+00:00,2,105,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/HulkHogan/status/1251575674097283072,HulkHogan,,"For the people that don’t know or are just haters,that is my private beach that I bought and no one else is allowed one love one God4LifeafterLifeHH",2020-04-18 18:17:48+00:00,1106,13802,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/HulkHogan/status/1251530679323635714,HulkHogan,,My wife Jennifer”Mrs.Hogan”jumping for joy that she’s back on the beach brother “ Rideordie/life partner/honest positive/real/love4LifeHH,2020-04-18 15:19:00+00:00,127,2314,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/HulkHogan/status/1250798842989162497,HulkHogan,,"Howard Finkle was on Team Hogan through the good and bad times,even when I was on the outs Howard would call on a consistent basis to tell me to always keep my head up,it was” never say never” and “you and Vince will work it out”,my good friend RIP,I love you 4LifeHH",2020-04-16 14:50:57+00:00,1134,9971,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/HulkHogan/status/1250625522226417665,HulkHogan,,When it was good it was “damn good” HOLLYWOOD 94 4Life,2020-04-16 03:22:14+00:00,556,5260,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/HulkHogan/status/1250610656694411270,HulkHogan,,"Pumpkin Spice to Hogan,”I dare you to touch it brother “. HH",2020-04-16 02:23:10+00:00,1761,6512,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/HulkHogan/status/1250463196646977536,HulkHogan,itstrichy,Strong brother HH,2020-04-15 16:37:13+00:00,0,3,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/HulkHogan/status/1250404897146707970,HulkHogan,,"#Hogansbeachshop is doing crazy deals, all replica title belts will come signed for the retail price!!!! #Wrestling #NWO #WWE #WWF https://hogansbeachshop.com/collections/belts-title-belts-replica-belts/replica-belts",2020-04-15 12:45:33+00:00,34,253,,#Hogansbeachshop #Wrestling #NWO #WWE #WWF,1.25E+18,,,
66,1.24E+18,https://twitter.com/toukersuleyman/status/1244707123201785858,toukersuleyman,,Feed The Covid 19 Royal Free Hospital Staff,2020-03-30 19:24:38+00:00,2,8,,,1.24E+18,,,
66,1.15E+18,https://twitter.com/toukersuleyman/status/1154072747754053632,toukersuleyman,piersmorgan,"So pleased you like the dress. It’s from one of my British iconic brands Ghost London. Regards, Touker.",2019-07-24 16:55:59+00:00,1,35,,,1.15E+18,,,
66,1.08E+18,https://twitter.com/toukersuleyman/status/1078223388806705152,toukersuleyman,,"Thank you #virginatlantic , for amazing service at #virginatlantic Heathrow ground services, great service on my flight to Miami, same great service on ground at Miami. I will be traveling… https://www.instagram.com/p/Br4tDXwAEYb/?utm_source=ig_twitter_share&amp;igshid=u7vbo054arb6",2018-12-27 09:37:42+00:00,1,24,,#virginatlantic #virginatlantic,1.08E+18,,,
66,1.08E+18,https://twitter.com/toukersuleyman/status/1076795816768126976,toukersuleyman,,Tune in tonight #bbc2 at 8 pm for a new show of #dragonsden . Wonder which entrepreneurs got investment. #toukertime https://www.instagram.com/p/BruYuJ6gi_-/?utm_source=ig_twitter_share&amp,igshid=lwueewhaw7mu,2018-12-23 11:05:03+00:00,2,19,,#bbc2 #dragonsden #toukertime,1.08E+18,,
66,1.07E+18,https://twitter.com/toukersuleyman/status/1073287186026508289,toukersuleyman,,"Thank you berrybmwgroup bmw @bmw_uk for giving me the opportunity to trial this amazing electric #bmwi3 , great car , #bmw have a winner here. Great service berrybmwgroup , if your… https://www.instagram.com/p/BrVoW9PgVTS/?utm_source=ig_twitter_share&amp;igshid=13o9gkfz2o58p",2018-12-13 18:43:00+00:00,4,14,#NAME?,#bmwi3 #bmw,1.07E+18,,,
66,1.06E+18,https://twitter.com/toukersuleyman/status/1063055582645706753,toukersuleyman,,Thank you #virginatlantic for first class Heathrow ground services. #toukertime https://www.instagram.com/p/BqM7j8mgVgi/?utm_source=ig_twitter_share&amp,igshid=1imiwx2783gvh,2018-11-15 13:06:16+00:00,0,8,,#virginatlantic #toukertime,1.06E+18,,
66,1.06E+18,https://twitter.com/toukersuleyman/status/1061627303652929536,toukersuleyman,,"Looking forward in working with “ Mark Mate , which makes teachers marking homework easier. They got my investment in last nights show of #dragonsden . There going to get #toukertime https://www.instagram.com/p/Bpyh4bMAMlf/?utm_source=ig_twitter_share&amp;igshid=1a468051x6bul",2018-11-11 14:30:47+00:00,2,21,,#dragonsden #toukertime,1.06E+18,,,
66,1.06E+18,https://twitter.com/toukersuleyman/status/1061293816982986753,toukersuleyman,,The Dragons are back tomorrow night new time 8 30 pm #bbc2 #dragonsden #toukertime https://www.instagram.com/p/BqAORjOA3sZ/?utm_source=ig_twitter_share&amp,igshid=7kib4mam741p,2018-11-10 16:25:38+00:00,2,29,,#bbc2 #dragonsden #toukertime,1.06E+18,,
66,1.06E+18,https://twitter.com/toukersuleyman/status/1059138551097552896,toukersuleyman,,"Some entrepreneurs play hard , so have to rethink my offer!! See tonight at 8 pm #bbc2 #dragonsden #toukertime https://www.instagram.com/p/BpxGQ1ZAS5i/?utm_source=ig_twitter_share&amp;igshid=1e8g8k1wsdpi4",2018-11-04 17:41:23+00:00,4,17,,#bbc2 #dragonsden #toukertime,1.06E+18,,,
66,1.06E+18,https://twitter.com/toukersuleyman/status/1058796543535472662,toukersuleyman,,"The Dragons are back tomorrow night , #dragonsden #bbc2 8 pm. Entrepreneurs pitching for investment, see who got investment tomorrow night. #toukertime https://www.instagram.com/p/Bpumhy-Abc9/?utm_source=ig_twitter_share&amp;igshid=1ejr3y67kw7k5",2018-11-03 19:02:22+00:00,3,13,,#dragonsden #bbc2 #toukertime,1.06E+18,,,
66,1.25E+18,https://twitter.com/RealRonHoward/status/1252196632453681153,RealRonHoward,,"happy birthday brother #ClintHoward Sorry we can’t hang out in person but somehow i hope you have a socially-distant-yet-riotously-fun day Or just stay healthy and have delicious piece of cake. love you, Clint",2020-04-20 11:25:16+00:00,225,6152,,#ClintHoward,1.25E+18,,,
66,1.25E+18,https://twitter.com/RealRonHoward/status/1252012132088021003,RealRonHoward,,,2020-04-19 23:12:08+00:00,26,111,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/RealRonHoward/status/1252001316517396480,RealRonHoward,Vertchallenged2,great memories,2020-04-19 22:29:09+00:00,0,2,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/RealRonHoward/status/1252001252852076544,RealRonHoward,50_chgreer,if you watch the unedited live stream he did you see every shot for yourself! Check him out on youtube Reed Howard Live Streams,2020-04-19 22:28:54+00:00,0,1,,,1.25E+18,,,
66,1.25E+18,https://twitter.com/RealRonHoward/status/1251998959272411138,RealRonHoward,,Trackman Simulator Golf Highlight Reel. Reed Shoots 59 and more. https://youtu.be/BbV8NO5xtO8 via @YouTube,2020-04-19 22:19:47+00:00,6,39,#NAME?,,1.25E+18,,,
66,1.25E+18,https://twitter.com/RealRonHoward/status/1251937796438319104,RealRonHoward,,@TrackManGolf Check out my son #ReedHoward ‘s cool Simulator Golf Highlight Reel. Reed Shoots 59 and more! People find it fun &amp, if you agree share it with #Golf lovers close to U. https://youtu.be/BbV8NO5xtO8 via @YouTube,2020-04-19 18:16:45+00:00,0,2,#NAME?,#ReedHoward #Golf,1.25E+18,,
66,1.25E+18,https://twitter.com/RealRonHoward/status/1251935488342200322,RealRonHoward,,@TrackManGolf #ReedHoward My son’s Simulator #Golf Highlight Reel is fun to check out. Reed Shoots 59 and more. If you get a kick out of it share it around. https://youtu.be/BbV8NO5xtO8 via @YouTube,2020-04-19 18:07:34+00:00,0,0,#NAME?,#ReedHoward #Golf,1.25E+18,,,
66,1.25E+18,https://twitter.com/RealRonHoward/status/1251705261061963778,RealRonHoward,LGTourNews,"if you didn’t get to see this live, it’s well worth a watch #LangLang accompanying",2020-04-19 02:52:44+00:00,631,4069,,#LangLang,1.25E+18,,,
66,1.25E+18,https://twitter.com/RealRonHoward/status/1251693042320453634,RealRonHoward,Mfs2K2,I believe he was playing from #Shanghai,2020-04-19 02:04:11+00:00,12,182,,#Shanghai,1.25E+18,,,
66,1.25E+18,https://twitter.com/RealRonHoward/status/1251691332336267266,RealRonHoward,,my friend #LangLang great guy and tremendous artist.,2020-04-19 01:57:23+00:00,33,877,,#LangLang,1.25E+18,,,
